id,created_at,updated_at,flight_identifier,flt_num,scheduled_origin_gate,scheduled_destination_gate,out_gmt,in_gmt,off_gmt,on_gmt,origin,origin_city,origin_region,dest,dest_city,dest_region
291522,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9f0673b9-8f44-4d84-a1ec-894dff39bf75,1784,B22,2,2019-02-09T20:02:02Z,2019-02-09T21:51:16Z,2019-02-09T20:19:07Z,2019-02-09T21:47:50Z,ATL,Atlanta,Georgia,EYW,Key West,Florida
291523,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,abce04a3-88a7-4ef9-8d5d-ae14e38f24c6,1777,2,E36,2019-02-09T19:54:53Z,2019-02-09T21:52:47Z,2019-02-09T20:11:45Z,2019-02-09T21:45:34Z,EYW,Key West,Florida,ATL,Atlanta,Georgia
291524,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,bbc0f807-78d5-4c0a-bd92-1421c446a62e,2266,5,A11,2019-02-09T19:57:28Z,2019-02-09T23:01:22Z,2019-02-09T20:08:02Z,2019-02-09T22:54:31Z,HDN,Hayden,Colorado,ATL,Atlanta,Georgia
291525,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,bec01ab7-9928-407a-8257-2553c59a552e,2325,E13,C49,2019-02-09T19:49:11Z,2019-02-09T22:02:45Z,2019-02-09T20:04:14Z,2019-02-09T21:56:19Z,DFW,Dallas-Fort Worth,Texas,ATL,Atlanta,Georgia
291526,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,d2822943-d87e-4a5e-8322-ce9de800a014,1284,1B,C2,2019-02-09T19:48:40Z,2019-02-10T00:20:59Z,2019-02-09T20:05:55Z,2019-02-10T00:14:21Z,SJD,Ciudad de San José del Cabo,Mexico,IAD,Dulles,Virginia
291527,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,db902283-5ff4-4cdf-be00-41bc1a3ffb3a,4962,37,B4,2019-02-09T20:00:53Z,2019-02-09T21:55:58Z,2019-02-09T20:17:26Z,2019-02-09T21:50:46Z,PHL,Philadelphia,Pennsylvania,LEX,Lexington,Kentucky
291528,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ef23ce2e-a2d3-4947-ad15-6147c3a62032,5085,35X,27,2019-02-09T20:08:36Z,2019-02-09T21:19:01Z,2019-02-09T20:23:18Z,2019-02-09T21:12:57Z,DCA,Washington,District of Columbia,BDL,Hartford,Connecticut
291529,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f6518580-efe0-459f-861f-60e46c831b97,3397,B7,A18,2019-02-09T20:02:01Z,2019-02-10T01:18:32Z,2019-02-09T20:11:11Z,2019-02-10T01:12:40Z,SJU,San Juan,Puerto Rico,MDW,Chicago,Illinois
291530,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,f83cc0bb-814f-470b-8f02-8abdad767d27,1661,B74,B31,2019-02-09T20:06:22Z,2019-02-09T21:54:06Z,2019-02-09T20:23:05Z,2019-02-09T21:48:19Z,IAD,Dulles,Virginia,ATL,Atlanta,Georgia
291531,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ff16a33f-8b20-4c7f-b3da-c45dd5a8e003,102,14,Any,2019-02-09T20:02:12Z,2019-02-10T02:46:09Z,2019-02-09T20:19:24Z,2019-02-10T02:40:30Z,LHR,London,United Kingdom,MCT,Muscat,Oman
291532,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,06451baa-db3c-46b4-9389-6ba56b4b0a15,1402,C50,D4,2019-02-09T19:54:13Z,2019-02-09T21:26:00Z,2019-02-09T20:13:07Z,2019-02-09T21:22:17Z,ATL,Atlanta,Georgia,MSY,New Orleans,Louisiana
291533,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,50c33327-d2d5-414a-a8e3-ed5cc6cc6684,861,6,11,2019-02-09T19:56:43Z,2019-02-09T22:05:16Z,2019-02-09T20:10:02Z,2019-02-09T21:59:53Z,HDN,Hayden,Colorado,DFW,Dallas-Fort Worth,Texas
291534,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,bb18b743-e0a1-4811-9131-0dfc1e3d0b9b,1234,H05,A02,2019-02-09T20:03:36Z,2019-02-09T22:15:09Z,2019-02-09T20:23:38Z,2019-02-09T22:08:57Z,MIA,Miami,Florida,ATL,Atlanta,Georgia
291535,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,0aef7734-1656-4e0d-9875-2a821e1aa33e,1670,B12,B74,2019-02-09T20:01:52Z,2019-02-09T21:50:19Z,2019-02-09T20:23:07Z,2019-02-09T21:44:02Z,ATL,Atlanta,Georgia,IAD,Dulles,Virginia
291536,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ac5d7294-3ff4-4094-ac3b-9006207412a3,1576,6,M3A,2019-02-09T20:15:44Z,2019-02-10T01:43:19Z,2019-02-09T20:30:56Z,2019-02-10T01:37:56Z,LIR,Liberia,Costa Rica,ORD,Chicago,Illinois
291537,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,0e11d9e5-84a0-47d1-8d7c-9a6cb17c1ed0,161,Any,Any,2019-02-09T19:55:04Z,2019-02-09T22:08:17Z,2019-02-09T20:09:33Z,2019-02-09T22:02:13Z,HUX,Huatulco,Mexico,MTY,Ciudad de Apodaca,Mexico
291538,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,18661c10-f9c5-4ea3-8ac7-27c3bd89b01b,1638,B24,59,2019-02-09T20:06:32Z,2019-02-09T22:34:14Z,2019-02-09T20:33:07Z,2019-02-09T22:29:25Z,ATL,Atlanta,Georgia,MCI,Kansas City,Missouri
291539,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,4b870919-69b8-4599-a820-723251ecda22,3635,1,35,2019-02-09T20:01:50Z,2019-02-09T21:06:23Z,2019-02-09T20:11:29Z,2019-02-09T20:59:43Z,SWO,Stillwater,Oklahoma,DFW,Dallas-Fort Worth,Texas
291540,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,4d4f2c7d-8232-4938-8fa0-70a08076e022,156,27,TBA,2019-02-09T20:11:21Z,2019-02-10T06:55:05Z,2019-02-09T20:29:53Z,2019-02-10T06:49:19Z,LAX,Los Angeles,California,CDG,Paris,France
291541,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ad64cdee-9ac2-415e-ac48-9b9695868fa2,2823,12,F1,2019-02-09T20:00:20Z,2019-02-09T21:48:56Z,2019-02-09T20:16:05Z,2019-02-09T21:43:48Z,COS,Colorado Springs,Colorado,PHX,Phoenix,Arizona
291542,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,06f95a0e-ebc3-42c5-a469-65c31735d77e,4487,B9,23,2019-02-09T20:07:34Z,2019-02-09T22:40:30Z,2019-02-09T20:24:14Z,2019-02-09T22:34:36Z,PBI,West Palm Beach,Florida,DCA,Washington,District of Columbia
291543,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2e176b4e-f3cb-4725-ab37-5dbe4b296d53,854,5,Any,2019-02-09T20:08:46Z,2019-02-09T22:49:07Z,2019-02-09T20:24:04Z,2019-02-09T22:44:54Z,PIE,Pinellas Park,Florida,SBN,South Bend,Indiana
291544,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,8cf1ee60-9037-484c-ad2f-ad27e8003ad0,516,C12,G6,2019-02-09T19:59:31Z,2019-02-10T00:40:23Z,2019-02-09T20:17:08Z,2019-02-10T00:33:33Z,CUN,Ciudad de Cancún,Mexico,MSP,Minneapolis,Minnesota
291545,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,de510095-c0d2-44c8-a044-4ae120dfae02,2021,B12,A32,2019-02-09T19:57:30Z,2019-02-09T21:48:50Z,2019-02-09T20:14:38Z,2019-02-09T21:42:08Z,DAY,Dayton,Ohio,ATL,Atlanta,Georgia
291546,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,e6f52675-6fc8-4e32-aad1-6d56268194d0,778,G5,E04,2019-02-09T20:02:03Z,2019-02-09T23:37:32Z,2019-02-09T20:17:07Z,2019-02-09T23:30:44Z,MBJ,Montego Bay,Jamaica,ATL,Atlanta,Georgia
291547,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,00b1fc87-1f86-4c01-b7d7-e06b94c71ff1,1156,7,81,2019-02-09T20:03:18Z,2019-02-10T00:01:15Z,2019-02-09T20:17:18Z,2019-02-09T23:55:21Z,EGE,Eagle,Colorado,EWR,Newark,New Jersey
291548,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,03e27cba-9074-47d2-adbe-45e360066f9f,669,Any,Any,2019-02-09T20:27:41Z,2019-02-10T04:10:33Z,2019-02-09T20:38:46Z,2019-02-10T04:04:47Z,JIB,Djibouti City,Djibouti,CDG,Paris,France
291549,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,1623fd31-cf1d-42f4-be49-a5f95ff12835,132,Any,Any,2019-02-09T20:01:13Z,2019-02-10T02:45:20Z,2019-02-09T20:20:00Z,2019-02-10T02:38:08Z,CDG,Paris,France,MCT,Muscat,Oman
291550,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,1638c1e6-3bf4-4297-8f5a-1ae967f3129b,1525,B11,61,2019-02-09T20:06:47Z,2019-02-10T01:06:05Z,2019-02-09T20:20:57Z,2019-02-10T00:59:03Z,PVR,Ciudad de Puerto Vallarta,Mexico,EWR,Newark,New Jersey
291551,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,224a8998-e879-4100-a739-bfe0e332a57b,1959,C5,Any,2019-02-09T20:17:34Z,2019-02-09T23:33:10Z,2019-02-09T20:30:17Z,2019-02-09T23:25:44Z,DSM,Des Moines,Iowa,PHX,Phoenix,Arizona
291552,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,2615e78e-715c-44f6-9b45-ab7db30d9578,778,1,H7,2019-02-09T19:55:09Z,2019-02-10T02:06:16Z,2019-02-09T20:01:52Z,2019-02-10T02:01:18Z,SKB,Basseterre,Saint Kitts and Nevis,MSP,Minneapolis,Minnesota
291553,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,3ade34c1-69d0-4042-8552-f1f6f74a7564,1035,Any,Any,2019-02-09T20:09:35Z,2019-02-09T20:56:24Z,2019-02-09T20:19:13Z,2019-02-09T20:50:29Z,FKL,Franklin,Pennsylvania,PIT,Pittsburgh,Pennsylvania
291554,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,42f5eaf9-81aa-4b02-b218-66e02074dd26,1183,10,Any,2019-02-09T20:18:43Z,2019-02-09T21:48:56Z,2019-02-09T20:36:49Z,2019-02-09T21:42:39Z,LGW,London,United Kingdom,SNN,Shannon,Ireland
291457,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,496270f7-0047-4f6d-9f29-c44569606492,425,B01,46B,2019-02-09T20:02:18Z,2019-02-09T22:20:23Z,2019-02-09T20:21:07Z,2019-02-09T22:12:59Z,ATL,Atlanta,Georgia,EWR,Newark,New Jersey
291458,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,4b0863f6-b514-4725-8444-dfd4c462c03d,772,C4,A21,2019-02-09T19:52:35Z,2019-02-09T21:38:40Z,2019-02-09T20:09:08Z,2019-02-09T21:33:42Z,PBI,West Palm Beach,Florida,ATL,Atlanta,Georgia
291459,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,554ce189-c9a8-4626-b782-c911845b3cc5,358,Any,Any,2019-02-09T20:04:18Z,2019-02-10T04:27:22Z,2019-02-09T20:20:50Z,2019-02-10T04:20:26Z,FIH,Kinshasa,Democratic Republic of the Congo,BRU,Zaventem,Belgium
291460,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,5ebda32f-58ef-4a42-a86d-b73957787263,786,A4,E1,2019-02-09T20:03:40Z,2019-02-10T00:42:54Z,2019-02-09T20:16:43Z,2019-02-10T00:35:51Z,POP,Puerto Plata,Dominican Republic,BOS,Boston,Massachusetts
291461,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,62427337-1736-4a99-bbb3-5b1364aa322a,1790,2,B01,2019-02-09T19:55:18Z,2019-02-09T22:06:45Z,2019-02-09T20:11:29Z,2019-02-09T22:00:19Z,ICT,Wichita,Kansas,ATL,Atlanta,Georgia
291462,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,6acc76ba-a217-47f6-b860-990ff3375991,4671,Any,Any,2019-02-09T19:55:09Z,2019-02-09T20:47:52Z,2019-02-09T20:08:36Z,2019-02-09T20:44:48Z,SJU,San Juan,Puerto Rico,EIS,Road Town,British Virgin Islands
291463,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,7752f4ad-071f-4268-8d42-85610c86c767,1476,7,133,2019-02-09T19:49:21Z,2019-02-10T00:28:54Z,2019-02-09T20:03:55Z,2019-02-10T00:21:01Z,SJD,Ciudad de San José del Cabo,Mexico,EWR,Newark,New Jersey
291464,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,779874f2-5318-436b-912f-d10128f992eb,1528,Any,Any,2019-02-09T19:49:24Z,2019-02-09T21:40:57Z,2019-02-09T19:59:03Z,2019-02-09T21:34:49Z,TMS,São Tomé,São Tomé and Principe,ACC,Accra,Ghana
291465,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,7ad836c0-471c-42f4-8596-9e31669dd126,4370,E1,9,2019-02-09T19:53:55Z,2019-02-09T22:13:12Z,2019-02-09T20:08:12Z,2019-02-09T22:08:13Z,ORD,Chicago,Illinois,PVD,Warwick,Rhode Island
291466,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,832d6c8b-b953-44d3-9eba-f0f39e71c726,5729,C3,2,2019-02-09T19:58:05Z,2019-02-09T21:58:11Z,2019-02-09T20:18:19Z,2019-02-09T21:53:58Z,ORD,Chicago,Illinois,ABE,Allentown,Pennsylvania
291467,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,834b4428-c906-4e0e-b24d-f482348f4ee5,157,H19,Any,2019-02-09T20:07:46Z,2019-02-09T22:08:02Z,2019-02-09T20:24:08Z,2019-02-09T22:00:46Z,MUC,Munich,Germany,PRN,Prishtina,Kosovo
291468,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,83c5c3ce-499d-4bc5-873b-381ab3affbbf,611,Any,A34,2019-02-09T20:11:32Z,2019-02-09T22:44:19Z,2019-02-09T20:25:39Z,2019-02-09T22:36:53Z,CMF,Chambéry/Aix-les-Bains,France,CPH,Copenhagen,Denmark
291469,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9293266e-9d61-4e0e-8b30-40e1c38c836c,2086,Any,Any,2019-02-09T20:12:40Z,2019-02-09T22:57:29Z,2019-02-09T20:22:38Z,2019-02-09T22:52:11Z,LIS,Lisbon,Portugal,BGY,Milan,Italy
291470,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,96746ec1-a66f-49c8-9e83-86b2dcb4cdce,1402,26,Any,2019-02-09T20:02:09Z,2019-02-09T23:53:28Z,2019-02-09T20:16:45Z,2019-02-09T23:50:20Z,YHZ,Halifax,Canada,AZS,Samana,Dominican Republic
291471,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9697ce57-3d3f-4768-b913-3a56c944d159,502,26,Any,2019-02-09T20:14:32Z,2019-02-10T04:59:36Z,2019-02-09T20:32:25Z,2019-02-10T04:54:15Z,ADD,Addis Ababa,Ethiopia,DUB,Dublin,Ireland
291472,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9eaa66d4-2c12-439e-98d8-773e0d99b63e,821,E17,C36,2019-02-09T20:06:37Z,2019-02-09T21:57:12Z,2019-02-09T20:22:45Z,2019-02-09T21:50:19Z,ORD,Chicago,Illinois,ATL,Atlanta,Georgia
291473,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9f0f7a2b-f695-47b1-a51f-3c7be3c0ccf9,1831,B18,B23,2019-02-09T19:55:10Z,2019-02-09T21:32:47Z,2019-02-09T20:11:07Z,2019-02-09T21:28:24Z,ATL,Atlanta,Georgia,ORF,Norfolk,Virginia
291474,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9fc1fdba-2025-48cc-b71b-6da6278ab7ec,2999,A4B,B2,2019-02-09T19:58:27Z,2019-02-09T21:59:42Z,2019-02-09T20:12:42Z,2019-02-09T21:54:26Z,MDW,Chicago,Illinois,CHS,Charleston,South Carolina
291475,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,9fdc7998-18e6-454c-abce-4595a1847dd1,1474,A3,C43,2019-02-09T19:57:14Z,2019-02-09T21:18:48Z,2019-02-09T20:14:30Z,2019-02-09T21:12:36Z,MYR,Myrtle Beach,South Carolina,ATL,Atlanta,Georgia
291476,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,a0e509ed-d8ca-4000-8c2b-118147a3dd0b,8022,G26,Any,2019-02-09T20:03:16Z,2019-02-09T21:12:24Z,2019-02-09T20:22:00Z,2019-02-09T21:08:22Z,CDG,Paris,France,LUX,Luxembourg,Luxembourg
291477,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,a76825ae-18de-4908-9e1f-b19a1f656085,1746,D11,B19,2019-02-09T19:58:26Z,2019-02-09T22:27:43Z,2019-02-09T20:13:58Z,2019-02-09T22:20:41Z,LGA,New York,New York,ATL,Atlanta,Georgia
291478,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,ad685792-f041-4a85-84a0-25bd6127b2ed,142,Any,Any,2019-02-09T19:53:19Z,2019-02-10T03:50:46Z,2019-02-09T20:11:26Z,2019-02-10T03:44:36Z,CDG,Paris,France,DEL,New Delhi,India
291576,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,aa78e213-484d-43a9-a26b-fa4f6182ddc3,2048,A10,D5,2019-02-09T20:11:59Z,2019-02-09T21:38:10Z,2019-02-09T20:35:07Z,2019-02-09T21:32:43Z,ATL,Atlanta,Georgia,RDU,Raleigh/Durham,North Carolina
291577,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,5d12059e-9a5c-4763-99ba-2b2d6e1d30f9,5860,4,31,2019-02-09T20:08:41Z,2019-02-09T21:47:05Z,2019-02-09T20:24:40Z,2019-02-09T21:40:23Z,JAN,Jackson,Mississippi,DFW,Dallas-Fort Worth,Texas
291578,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,667f048d-9877-4095-b23c-f5a7537b34d8,5834,B21,Any,2019-02-09T20:13:17Z,2019-02-09T23:43:46Z,2019-02-09T20:25:28Z,2019-02-09T23:37:58Z,PHX,Phoenix,Arizona,FSD,Sioux Falls,South Dakota
291579,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,d8ba61ab-5eb1-4270-9a75-9a8506b61f31,2049,B21,17,2019-02-09T20:17:29Z,2019-02-09T21:59:10Z,2019-02-09T20:49:07Z,2019-02-09T21:52:54Z,ATL,Atlanta,Georgia,JAN,Jackson,Mississippi
291580,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,dba1e28b-1441-4081-baa9-92e541319fe0,3091,1,B18,2019-02-09T20:06:24Z,2019-02-09T22:24:21Z,2019-02-09T20:17:14Z,2019-02-09T22:18:28Z,MFR,Medford,Oregon,PHX,Phoenix,Arizona
291581,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,0d58fe8f-dbe7-462f-9189-3f33d4e33a91,863,4,E06,2019-02-09T20:02:11Z,2019-02-10T00:38:32Z,2019-02-09T20:17:16Z,2019-02-10T00:32:44Z,SKB,Basseterre,Saint Kitts and Nevis,ATL,Atlanta,Georgia
291582,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,79fdfee3-662b-4b10-a39e-6098cf2d33b6,1443,14,A05,2019-02-09T19:56:39Z,2019-02-09T23:59:55Z,2019-02-09T20:12:19Z,2019-02-09T23:52:44Z,PSP,Palm Springs,California,ATL,Atlanta,Georgia
291583,2019-09-19T20:36:44Z,2019-09-19T20:36:44Z,7d8e4821-74c7-430a-861c-216237d5b87f,5693,B2,18,2019-02-09T20:13:33Z,2019-02-09T22:27:18Z,2019-02-09T20:28:32Z,2019-02-09T22:22:47Z,BHM,Birmingham,Alabama,PHL,Philadelphia,Pennsylvania
